item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q104111057,María Ofelia Navarrete de Dubon,Q110164545,Ministerio de Desarrollo Local,2019-06-01,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q104111057-50557083-9989-4FDF-A9BF-CE1CEE95F669
Q105735880,Alejandro Zelaya,Q56249714,Ministerio de Hacienda,2020-07-28,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q105735880-E1A246B2-E6D6-4156-B466-376EB0BDF1CF
Q106695889,Suecy Beverly Callejas Estrada,Q110164211,Ministerio de Cultura,2019-06-01,2020-07-01,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q106695889-0CB463F1-54BC-4937-A230-72BB445F00BE
Q110164006,Héctor Gustavo Villatoro,Q67056742,Ministerio de Justicia y Seguridad Pública,2021-03-26,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110164006-22D9A13B-4AB8-44B0-8DAA-006591A2988D
Q110164741,Carla Evelyn Hananía de Varela,Q67071405,"Ministerio de Educación,Ciencia y Tecnología",2019-06-01,2022-03-22,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110164741-624393FD-A734-4A34-AF0C-A24EEAFCAA8B
Q110164787,Óscar Rolando Castro,Q110164783,Ministerio de Trabajo y Previsión Social,2019-06-01,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110164787-768AAD44-BEF0-4B26-9A70-E5EE4D4EE997
Q110164921,Pablo Salvador Anliker Infante,Q110164917,Ministerio de Agricultura y Ganadería,2019-06-01,2021-04-07,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110164921-B716DC21-8068-4634-8420-91B73B64032E
Q110164923,David Josué Martínez,Q110164917,Ministerio de Agricultura y Ganadería,2021-04-07,2022-03-09,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110164923-AE014A8A-A9AF-4234-9ED6-CF805DB0EEF8
Q110164954,Ana del Carmen Orellana Bendek,Q110164949,Ministerio de Salud,2019-06-01,2020-03-27,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110164954-4E2394DD-1A33-4F59-B2F3-3BA8F302ED34
Q110164961,Francisco José Alabí Montoya,Q110164949,Ministerio de Salud,2020-03-27,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110164961-F9A0564F-8698-4622-ABC6-52747BF25D69
Q110164989,Edgar Romeo Rodríguez Herrera,Q110164986,Ministerio de Obras Públicas y Transporte,2019-06-01,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110164989-CE282D7A-FC8A-41AD-B261-710263E6EB19
Q110165006,Fernando Andrés López Larreynaga,Q110164996,Ministerio de Medio Ambiente y Recursos Naturales,2019-06-01,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110165006-20424A89-13DC-481F-86DA-4C37B7A69F4F
Q110165013,Morena Ileana Valdez Vigil,Q110165011,Ministerio de Turismo,2019-06-01,,https://es.wikipedia.org/wiki/Anexo:Gabinete_de_Nayib_Bukele,2022-06-11,Q110165013-D6427ED7-4A4F-4F8F-BD81-A95E1A47F2A7
